DistinguishedName,Enabled,GivenName,Name,ObjectClass,ObjectGUID,SamAccountName,SID,Surname,UserPrincipalName
"CN=Lupe Champion,OU=Alsid,DC=alsid,DC=corp",TRUE,Lupe,Lupe Champion,user,50759f23-f9c4-499f-a76f-7dc76ca2180a,lupe.champion,S-1-5-21-3286942722-1835917726-286516016-1651,Champion,lupe.champion@ad.vulndomain.corp
"CN=Lynwood Chapa,OU=Alsid,DC=alsid,DC=corp",TRUE,Lynwood,Lynwood Chapa,user,e5f2ce85-fb50-4165-97dc-51208c4bab62,lynwood.chapa,S-1-5-21-3286942722-1835917726-286516016-1652,Chapa,lynwood.chapa@ad.vulndomain.corp
"CN=Enrique Bland,OU=Alsid,DC=alsid,DC=corp",TRUE,Enrique,Enrique Bland,user,08d75f49-61f6-4c89-8491-05f18a1fa9c7,enrique.bland,S-1-5-21-3286942722-1835917726-286516016-1653,Bland,enrique.bland@ad.vulndomain.corp
"CN=August Ammons,OU=Alsid,DC=alsid,DC=corp",TRUE,August,August Ammons,user,0baa863c-8b10-4d57-af6d-dc442671892f,august.ammons,S-1-5-21-3286942722-1835917726-286516016-1654,Ammons,august.ammons@ad.vulndomain.corp
"CN=Berry Aranda,OU=Alsid,DC=alsid,DC=corp",TRUE,Berry,Berry Aranda,user,87de0fe7-541c-475c-9c8a-cfe737faed92,berry.aranda,S-1-5-21-3286942722-1835917726-286516016-1655,Aranda,berry.aranda@ad.vulndomain.corp
"CN=Jerrod Burris,OU=Alsid,DC=alsid,DC=corp",TRUE,Jerrod,Jerrod Burris,user,7c9897d9-5861-462f-9e13-834abe02d087,jerrod.burris,S-1-5-21-3286942722-1835917726-286516016-1656,Burris,jerrod.burris@ad.vulndomain.corp
"CN=Merle Chun,OU=Alsid,DC=alsid,DC=corp",TRUE,Merle,Merle Chun,user,2a050aa2-36b3-4b4f-8eca-5454f95cbcf8,merle.chun,S-1-5-21-3286942722-1835917726-286516016-1657,Chun,merle.chun@ad.vulndomain.corp
"CN=Marvin Chisolm,OU=Alsid,DC=alsid,DC=corp",TRUE,Marvin,Marvin Chisolm,user,83c41722-3b4d-4f40-a915-2c1f0d816bb5,marvin.chisolm,S-1-5-21-3286942722-1835917726-286516016-1658,Chisolm,marvin.chisolm@ad.vulndomain.corp
"CN=Jimmy Bustamante,OU=Alsid,DC=alsid,DC=corp",TRUE,Jimmy,Jimmy Bustamante,user,a2519e86-607d-498b-b2b2-b682935aef46,jimmy.bustamante,S-1-5-21-3286942722-1835917726-286516016-1659,Bustamante,jimmy.bustamante@ad.vulndomain.corp
"CN=Hector Brewster,OU=Alsid,DC=alsid,DC=corp",TRUE,Hector,Hector Brewster,user,6ec9a2e5-582b-403f-9384-86d1ba80b615,hector.brewster,S-1-5-21-3286942722-1835917726-286516016-1660,Brewster,hector.brewster@ad.vulndomain.corp
"CN=Master Chief,OU=Alsid,DC=alsid,DC=corp",TRUE,Master,Master Chief,user,a0b03a7c-c69d-492e-9675-84739569668b,master.chief,S-1-5-21-3286942722-1835917726-286516016-1661,Chief,master.chief@ad.vulndomain.corp
"CN=Hubert Brogan,OU=Alsid,DC=alsid,DC=corp",TRUE,Hubert,Hubert Brogan,user,8a8a8d29-a492-4d3c-8fbf-348f6d42895b,hubert.brogan,S-1-5-21-3286942722-1835917726-286516016-1662,Brogan,hubert.brogan@ad.vulndomain.corp
"CN=Jess Burrows,OU=Alsid,DC=alsid,DC=corp",TRUE,Jess,Jess Burrows,user,dc6096eb-6a0d-483f-87cb-76140ea6497a,jess.burrows,S-1-5-21-3286942722-1835917726-286516016-1663,Burrows,jess.burrows@ad.vulndomain.corp
"CN=David Lynch,OU=Alsid,DC=alsid,DC=corp",TRUE,David,David Lynch,user,1ca0bde8-965b-49e7-acda-d8a9c9ec896c,david.lynch,S-1-5-21-3286942722-1835917726-286516016-1664,Lynch,david.lynch@ad.vulndomain.corp
"CN=Ernesto Bliss,OU=Alsid,DC=alsid,DC=corp",TRUE,Ernesto,Ernesto Bliss,user,60fa1fda-48a1-4f8c-a893-d45b706c9cfe,ernesto.bliss,S-1-5-21-3286942722-1835917726-286516016-1665,Bliss,ernesto.bliss@ad.vulndomain.corp
"CN=Hai Brantley,OU=Alsid,DC=alsid,DC=corp",TRUE,Hai,Hai Brantley,user,f4c49923-05a6-4986-b701-5dcf5902a970,hai.brantley,S-1-5-21-3286942722-1835917726-286516016-1666,Brantley,hai.brantley@ad.vulndomain.corp
"CN=Anthony Alford,OU=Alsid,DC=alsid,DC=corp",TRUE,Anthony,Anthony Alford,user,0b055c8b-5619-49d2-9414-948584c8151c,anthony.alford,S-1-5-21-3286942722-1835917726-286516016-1667,Alford,anthony.alford@ad.vulndomain.corp
"CN=Florentino Bolton,OU=Alsid,DC=alsid,DC=corp",TRUE,Florentino,Florentino Bolton,user,2b46a298-d8ac-443f-82d6-284e680c0d4e,florentino.bolton,S-1-5-21-3286942722-1835917726-286516016-1668,Bolton,florentino.bolton@ad.vulndomain.corp
"CN=Aurelio Anders,OU=Alsid,DC=alsid,DC=corp",TRUE,Aurelio,Aurelio Anders,user,0a56a5b5-11a4-412f-a868-4a67f775c11b,aurelio.anders,S-1-5-21-3286942722-1835917726-286516016-1669,Anders,aurelio.anders@ad.vulndomain.corp
"CN=James McNulty,OU=Alsid,DC=alsid,DC=corp",TRUE,James,James McNulty,user,3c36899e-c830-4e15-812f-10af35701837,james.mcnulty,S-1-5-21-3286942722-1835917726-286516016-1670,McNulty,james.mcnulty@ad.vulndomain.corp
"CN=Buddy August,OU=Alsid,DC=alsid,DC=corp",TRUE,Buddy,Buddy August,user,eb75058d-f434-48b7-9ac1-5014861824f1,buddy.august,S-1-5-21-3286942722-1835917726-286516016-1671,August,buddy.august@ad.vulndomain.corp
"CN=Antone Allan,OU=Alsid,DC=alsid,DC=corp",TRUE,Antone,Antone Allan,user,77f8bbaa-2446-4d13-b99b-3a32a506df97,antone.allan,S-1-5-21-3286942722-1835917726-286516016-1672,Allan,antone.allan@ad.vulndomain.corp
"CN=Keneth Cantrell,OU=Alsid,DC=alsid,DC=corp",TRUE,Keneth,Keneth Cantrell,user,dc3042c5-1c93-4ad6-a20d-0a7440da329c,keneth.cantrell,S-1-5-21-3286942722-1835917726-286516016-1673,Cantrell,keneth.cantrell@ad.vulndomain.corp
"CN=Horacio Britton,OU=Alsid,DC=alsid,DC=corp",TRUE,Horacio,Horacio Britton,user,bcb537d5-0ab9-436f-b4c7-a2e8708e70ee,horacio.britton,S-1-5-21-3286942722-1835917726-286516016-1674,Britton,horacio.britton@ad.vulndomain.corp
"CN=Marshall Chin,OU=Alsid,DC=alsid,DC=corp",TRUE,Marshall,Marshall Chin,user,dbafeebc-969a-4b20-93d8-58c28cf37b48,marshall.chin,S-1-5-21-3286942722-1835917726-286516016-1675,Chin,marshall.chin@ad.vulndomain.corp
"CN=Brendon Asbury,OU=Alsid,DC=alsid,DC=corp",TRUE,Brendon,Brendon Asbury,user,60a77204-b470-485c-8866-0992b9c93d81,brendon.asbury,S-1-5-21-3286942722-1835917726-286516016-1676,Asbury,brendon.asbury@ad.vulndomain.corp
"CN=Alvaro Alarcon,OU=Alsid,DC=alsid,DC=corp",TRUE,Alvaro,Alvaro Alarcon,user,d07377b7-f730-45e8-a0ef-0eeb00d26bbb,alvaro.alarcon,S-1-5-21-3286942722-1835917726-286516016-1677,Alarcon,alvaro.alarcon@ad.vulndomain.corp
"CN=Johnson Byrnes,OU=Alsid,DC=alsid,DC=corp",TRUE,Johnson,Johnson Byrnes,user,237eb20d-86b2-4a16-85db-ee10584e2615,johnson.byrnes,S-1-5-21-3286942722-1835917726-286516016-1678,Byrnes,johnson.byrnes@ad.vulndomain.corp
"CN=Malcolm Charles,OU=Alsid,DC=alsid,DC=corp",TRUE,Malcolm,Malcolm Charles,user,578c8d36-3050-4e34-aeb2-d70c0405d5b4,malcolm.charles,S-1-5-21-3286942722-1835917726-286516016-1679,Charles,malcolm.charles@ad.vulndomain.corp
"CN=Kerry Carbone,OU=Alsid,DC=alsid,DC=corp",TRUE,Kerry,Kerry Carbone,user,0d10fbe7-8733-4ef6-b08b-564176bb7251,kerry.carbone,S-1-5-21-3286942722-1835917726-286516016-1680,Carbone,kerry.carbone@ad.vulndomain.corp
"CN=Dana Bauer,OU=Alsid,DC=alsid,DC=corp",TRUE,Dana,Dana Bauer,user,e4046c79-6be2-43d0-9131-548075083ccf,dana.bauer,S-1-5-21-3286942722-1835917726-286516016-1681,Bauer,dana.bauer@ad.vulndomain.corp
"CN=Johnnie Byrne,OU=Alsid,DC=alsid,DC=corp",TRUE,Johnnie,Johnnie Byrne,user,a75bdc8a-7441-4e3e-b0af-91ad90912806,johnnie.byrne,S-1-5-21-3286942722-1835917726-286516016-1682,Byrne,johnnie.byrne@ad.vulndomain.corp
"CN=Ali Ahmed,OU=Alsid,DC=alsid,DC=corp",TRUE,Ali,Ali Ahmed,user,fc3eed60-913d-47ee-8eac-ad9bc263e743,ali.ahmed,S-1-5-21-3286942722-1835917726-286516016-1683,Ahmed,ali.ahmed@ad.vulndomain.corp
"CN=Bernardo Aquino,OU=Alsid,DC=alsid,DC=corp",TRUE,Bernardo,Bernardo Aquino,user,8d697676-a5a0-44a3-8e00-5720933f8db1,bernardo.aquino,S-1-5-21-3286942722-1835917726-286516016-1684,Aquino,bernardo.aquino@ad.vulndomain.corp
"CN=Jerald Burleson,OU=Alsid,DC=alsid,DC=corp",TRUE,Jerald,Jerald Burleson,user,d54d3fb5-d943-4e07-a011-7752d8cf3a8b,jerald.burleson,S-1-5-21-3286942722-1835917726-286516016-1685,Burleson,jerald.burleson@ad.vulndomain.corp
"CN=Arnulfo Alvarado,OU=Alsid,DC=alsid,DC=corp",TRUE,Arnulfo,Arnulfo Alvarado,user,295d7e1a-cc10-41f7-8b83-419d7354f16c,arnulfo.alvarado,S-1-5-21-3286942722-1835917726-286516016-1686,Alvarado,arnulfo.alvarado@ad.vulndomain.corp
"CN=Alphonse Akers,OU=Alsid,DC=alsid,DC=corp",TRUE,Alphonse,Alphonse Akers,user,e47cfe5c-3862-4771-8899-09f986befea9,alphonse.akers,S-1-5-21-3286942722-1835917726-286516016-1687,Akers,alphonse.akers@ad.vulndomain.corp
"CN=Bert Arce,OU=Alsid,DC=alsid,DC=corp",TRUE,Bert,Bert Arce,user,758f9586-ae33-49e7-8917-86c9c145ae0e,bert.arce,S-1-5-21-3286942722-1835917726-286516016-1688,Arce,bert.arce@ad.vulndomain.corp
"CN=Colin Barr,OU=Alsid,DC=alsid,DC=corp",TRUE,Colin,Colin Barr,user,19c70b62-6b56-41dd-811d-1f93f965eb36,colin.barr,S-1-5-21-3286942722-1835917726-286516016-1689,Barr,colin.barr@ad.vulndomain.corp
"CN=Angelo Alexander,OU=Alsid,DC=alsid,DC=corp",TRUE,Angelo,Angelo Alexander,user,dfed478b-721e-4226-b140-cf89723fe690,angelo.alexander,S-1-5-21-3286942722-1835917726-286516016-1690,Alexander,angelo.alexander@ad.vulndomain.corp
"CN=Mason Choate,OU=Alsid,DC=alsid,DC=corp",TRUE,Mason,Mason Choate,user,b4d0a1ed-0266-4e0e-a3d2-6a86ab9b2d75,mason.choate,S-1-5-21-3286942722-1835917726-286516016-1691,Choate,mason.choate@ad.vulndomain.corp
"CN=Hershel Brinkley,OU=Alsid,DC=alsid,DC=corp",TRUE,Hershel,Hershel Brinkley,user,2fd7368f-dec4-4090-8820-08fb224d56a4,hershel.brinkley,S-1-5-21-3286942722-1835917726-286516016-1692,Brinkley,hershel.brinkley@ad.vulndomain.corp
"CN=Delbert Beauregard,OU=Alsid,DC=alsid,DC=corp",TRUE,Delbert,Delbert Beauregard,user,1a7386f8-e7a2-4852-b43f-ce85c4c94ed6,delbert.beauregard,S-1-5-21-3286942722-1835917726-286516016-1693,Beauregard,delbert.beauregard@ad.vulndomain.corp
"CN=Gabriel Boston,OU=Alsid,DC=alsid,DC=corp",TRUE,Gabriel,Gabriel Boston,user,4f98efaa-8d8d-40d2-bdf2-9718550524cb,gabriel.boston,S-1-5-21-3286942722-1835917726-286516016-1694,Boston,gabriel.boston@ad.vulndomain.corp
"CN=Gonzalo Bradbury,OU=Alsid,DC=alsid,DC=corp",TRUE,Gonzalo,Gonzalo Bradbury,user,f307a4af-ebe9-475d-b7a6-bff3ef60cb3a,gonzalo.bradbury,S-1-5-21-3286942722-1835917726-286516016-1695,Bradbury,gonzalo.bradbury@ad.vulndomain.corp
"CN=Lawerence Carrion,OU=Alsid,DC=alsid,DC=corp",TRUE,Lawerence,Lawerence Carrion,user,f4cbc2fe-70e3-4a96-9b9c-5c33158721ca,lawerence.carrion,S-1-5-21-3286942722-1835917726-286516016-1696,Carrion,lawerence.carrion@ad.vulndomain.corp
"CN=Hong Britt,OU=Alsid,DC=alsid,DC=corp",TRUE,Hong,Hong Britt,user,8ed3c626-36a4-463a-9746-f9898075f15b,hong.britt,S-1-5-21-3286942722-1835917726-286516016-1697,Britt,hong.britt@ad.vulndomain.corp
"CN=El Mariachi,OU=Alsid,DC=alsid,DC=corp",TRUE,El,El Mariachi,user,17814f86-05d5-4f4b-b6ab-7bb860f49bd6,el.mariachi,S-1-5-21-3286942722-1835917726-286516016-1698,Mariachi,el.mariachi@ad.vulndomain.corp
"CN=Jefferey Burke,OU=Alsid,DC=alsid,DC=corp",TRUE,Jefferey,Jefferey Burke,user,f42bd633-0e71-4748-8fb2-ce0dfda73712,jefferey.burke,S-1-5-21-3286942722-1835917726-286516016-1699,Burke,jefferey.burke@ad.vulndomain.corp
"CN=Tinker Bell,OU=Alsid,DC=alsid,DC=corp",TRUE,Tinker,Tinker Bell,user,f5e35db7-4a65-42a3-9438-927d9d0ed411,tinker.bell,S-1-5-21-3286942722-1835917726-286516016-1700,Bell,tinker.bell@ad.vulndomain.corp
"CN=Luther Chan,OU=Alsid,DC=alsid,DC=corp",TRUE,Luther,Luther Chan,user,22b4cb9b-0596-4d1a-88a5-ae69d22e3889,luther.chan,S-1-5-21-3286942722-1835917726-286516016-1701,Chan,luther.chan@ad.vulndomain.corp
"CN=Chris Bannister,OU=Alsid,DC=alsid,DC=corp",TRUE,Chris,Chris Bannister,user,ac4f5e04-7fba-47fb-8cfe-6b283a97b273,chris.bannister,S-1-5-21-3286942722-1835917726-286516016-1702,Bannister,chris.bannister@ad.vulndomain.corp
"CN=Herbert Briggs,OU=Alsid,DC=alsid,DC=corp",TRUE,Herbert,Herbert Briggs,user,9ef3ce99-1063-4d36-8d1d-44be155666e3,herbert.briggs,S-1-5-21-3286942722-1835917726-286516016-1703,Briggs,herbert.briggs@ad.vulndomain.corp
"CN=Modesty Blaise,OU=Alsid,DC=alsid,DC=corp",TRUE,Modesty,Modesty Blaise,user,6c1086a6-7c2e-4375-be4b-da6a49043cb6,modesty.blaise,S-1-5-21-3286942722-1835917726-286516016-1704,Blaise,modesty.blaise@ad.vulndomain.corp
"CN=Cody Barnhart,OU=Alsid,DC=alsid,DC=corp",TRUE,Cody,Cody Barnhart,user,fb838724-1727-49db-9697-bc0bbc45d12f,cody.barnhart,S-1-5-21-3286942722-1835917726-286516016-1705,Barnhart,cody.barnhart@ad.vulndomain.corp
"CN=Darrin Bean,OU=Alsid,DC=alsid,DC=corp",TRUE,Darrin,Darrin Bean,user,fe036d06-6dda-4099-8f81-f08e386342df,darrin.bean,S-1-5-21-3286942722-1835917726-286516016-1706,Bean,darrin.bean@ad.vulndomain.corp
"CN=Jarod Bunting,OU=Alsid,DC=alsid,DC=corp",TRUE,Jarod,Jarod Bunting,user,b79e870c-77cd-4e56-9af8-514c9e7932cd,jarod.bunting,S-1-5-21-3286942722-1835917726-286516016-1707,Bunting,jarod.bunting@ad.vulndomain.corp
"CN=Dirk Belton,OU=Alsid,DC=alsid,DC=corp",TRUE,Dirk,Dirk Belton,user,d5c0ba72-e91b-4b14-8d91-ea4c477c1299,dirk.belton,S-1-5-21-3286942722-1835917726-286516016-1708,Belton,dirk.belton@ad.vulndomain.corp
"CN=Edgar Best,OU=Alsid,DC=alsid,DC=corp",TRUE,Edgar,Edgar Best,user,b4a2e0f2-012c-4835-8560-0298ef3bff12,edgar.best,S-1-5-21-3286942722-1835917726-286516016-1709,Best,edgar.best@ad.vulndomain.corp
"CN=Henry Brice,OU=Alsid,DC=alsid,DC=corp",TRUE,Henry,Henry Brice,user,1c33f567-6d9c-4b51-9682-725ae7550343,henry.brice,S-1-5-21-3286942722-1835917726-286516016-1710,Brice,henry.brice@ad.vulndomain.corp
"CN=Lonny Causey,OU=Alsid,DC=alsid,DC=corp",TRUE,Lonny,Lonny Causey,user,3e3b15cf-5bcd-41e8-a01e-d0d1b007f60f,lonny.causey,S-1-5-21-3286942722-1835917726-286516016-1711,Causey,lonny.causey@ad.vulndomain.corp
"CN=Genaro Bower,OU=Alsid,DC=alsid,DC=corp",TRUE,Genaro,Genaro Bower,user,96af87e4-e1a3-4125-ba38-8dc9f397b712,genaro.bower,S-1-5-21-3286942722-1835917726-286516016-1712,Bower,genaro.bower@ad.vulndomain.corp
"CN=Mack Chapman,OU=Alsid,DC=alsid,DC=corp",TRUE,Mack,Mack Chapman,user,01f627f0-efdc-42b3-b145-824b13b445a6,mack.chapman,S-1-5-21-3286942722-1835917726-286516016-1713,Chapman,mack.chapman@ad.vulndomain.corp
"CN=Dominique Benedict,OU=Alsid,DC=alsid,DC=corp",TRUE,Dominique,Dominique Benedict,user,77ce6bf0-f4ef-4015-b248-c9a549f1174a,dominique.benedict,S-1-5-21-3286942722-1835917726-286516016-1714,Benedict,dominique.benedict@ad.vulndomain.corp
"CN=Jackie Buck,OU=Alsid,DC=alsid,DC=corp",TRUE,Jackie,Jackie Buck,user,b33612c7-3fa1-45fa-821b-8d7417e9dcc7,jackie.buck,S-1-5-21-3286942722-1835917726-286516016-1715,Buck,jackie.buck@ad.vulndomain.corp
"CN=Ed Bertrand,OU=Alsid,DC=alsid,DC=corp",TRUE,Ed,Ed Bertrand,user,ebd337af-3de5-471e-b744-d1480c8a922c,ed.bertrand,S-1-5-21-3286942722-1835917726-286516016-1716,Bertrand,ed.bertrand@ad.vulndomain.corp
"CN=Emanuel Blackwell,OU=Alsid,DC=alsid,DC=corp",TRUE,Emanuel,Emanuel Blackwell,user,8578c0e7-f1c0-410e-9b47-8f401214bd7c,emanuel.blackwell,S-1-5-21-3286942722-1835917726-286516016-1717,Blackwell,emanuel.blackwell@ad.vulndomain.corp
"CN=Kory Carlin,OU=Alsid,DC=alsid,DC=corp",TRUE,Kory,Kory Carlin,user,c41bf660-6c12-4f08-a6de-7fefa84161ff,kory.carlin,S-1-5-21-3286942722-1835917726-286516016-1718,Carlin,kory.carlin@ad.vulndomain.corp
"CN=Harland Bravo,OU=Alsid,DC=alsid,DC=corp",TRUE,Harland,Harland Bravo,user,960b5648-e0b0-4cf7-8a29-2aa06277caa7,harland.bravo,S-1-5-21-3286942722-1835917726-286516016-1719,Bravo,harland.bravo@ad.vulndomain.corp
"CN=Andreas Alcorn,OU=Alsid,DC=alsid,DC=corp",TRUE,Andreas,Andreas Alcorn,user,92850ba4-e516-49b1-b78f-09a9d3c0d4c5,andreas.alcorn,S-1-5-21-3286942722-1835917726-286516016-1720,Alcorn,andreas.alcorn@ad.vulndomain.corp
"CN=Elliot Binkley,OU=Alsid,DC=alsid,DC=corp",TRUE,Elliot,Elliot Binkley,user,afd1a459-9f11-458b-b975-e86fec870393,elliot.binkley,S-1-5-21-3286942722-1835917726-286516016-1721,Binkley,elliot.binkley@ad.vulndomain.corp
"CN=Keven Card,OU=Alsid,DC=alsid,DC=corp",TRUE,Keven,Keven Card,user,61271ca5-2433-4c5a-b632-1c387960c2ee,keven.card,S-1-5-21-3286942722-1835917726-286516016-1722,Card,keven.card@ad.vulndomain.corp
"CN=Florencio Bolt,OU=Alsid,DC=alsid,DC=corp",TRUE,Florencio,Florencio Bolt,user,b548035d-6b8c-461a-b57f-d05abba50dcb,florencio.bolt,S-1-5-21-3286942722-1835917726-286516016-1723,Bolt,florencio.bolt@ad.vulndomain.corp
"CN=Emil Blair,OU=Alsid,DC=alsid,DC=corp",TRUE,Emil,Emil Blair,user,b6577b35-e780-4ce3-b8e9-9b33f78160a5,emil.blair,S-1-5-21-3286942722-1835917726-286516016-1724,Blair,emil.blair@ad.vulndomain.corp
"CN=Mervin Churchill,OU=Alsid,DC=alsid,DC=corp",TRUE,Mervin,Mervin Churchill,user,4f1fca1e-53f7-46d7-a47d-270d23e1240e,mervin.churchill,S-1-5-21-3286942722-1835917726-286516016-1725,Churchill,mervin.churchill@ad.vulndomain.corp
"CN=Josue Call,OU=Alsid,DC=alsid,DC=corp",TRUE,Josue,Josue Call,user,bc309dc6-956c-467c-ad4c-6e71587e07ad,josue.call,S-1-5-21-3286942722-1835917726-286516016-1726,Call,josue.call@ad.vulndomain.corp
"CN=Heath Brewer,OU=Alsid,DC=alsid,DC=corp",TRUE,Heath,Heath Brewer,user,a1256a67-38f3-425a-915d-248aeba2f69b,heath.brewer,S-1-5-21-3286942722-1835917726-286516016-1727,Brewer,heath.brewer@ad.vulndomain.corp
"CN=Kasey Campbell,OU=Alsid,DC=alsid,DC=corp",TRUE,Kasey,Kasey Campbell,user,61dfeff9-44f5-4665-b1a0-e83ce0db5d50,kasey.campbell,S-1-5-21-3286942722-1835917726-286516016-1728,Campbell,kasey.campbell@ad.vulndomain.corp
"CN=Lorenzo Cavazos,OU=Alsid,DC=alsid,DC=corp",TRUE,Lorenzo,Lorenzo Cavazos,user,a67ac287-bf76-4428-bc07-4435dc9adcca,lorenzo.cavazos,S-1-5-21-3286942722-1835917726-286516016-1729,Cavazos,lorenzo.cavazos@ad.vulndomain.corp
"CN=Jamar Bullard,OU=Alsid,DC=alsid,DC=corp",TRUE,Jamar,Jamar Bullard,user,42c173a7-4a04-45d1-990a-3d79a8aa1946,jamar.bullard,S-1-5-21-3286942722-1835917726-286516016-1730,Bullard,jamar.bullard@ad.vulndomain.corp
"CN=Lee Carter,OU=Alsid,DC=alsid,DC=corp",TRUE,Lee,Lee Carter,user,74594f6f-1e67-43c7-a1a7-b1b31070353c,lee.carter,S-1-5-21-3286942722-1835917726-286516016-1731,Carter,lee.carter@ad.vulndomain.corp
"CN=Carroll Bader,OU=Alsid,DC=alsid,DC=corp",TRUE,Carroll,Carroll Bader,user,3417a99c-de62-479a-bc65-6e38d7e703e0,carroll.bader,S-1-5-21-3286942722-1835917726-286516016-1732,Bader,carroll.bader@ad.vulndomain.corp
"CN=German Box,OU=Alsid,DC=alsid,DC=corp",TRUE,German,German Box,user,0f7852ae-a15e-4d7c-9c32-4c329ae8ce83,german.box,S-1-5-21-3286942722-1835917726-286516016-1733,Box,german.box@ad.vulndomain.corp
"CN=Corey Barrows,OU=Alsid,DC=alsid,DC=corp",TRUE,Corey,Corey Barrows,user,bc3cd6f5-5184-46fb-9a13-e7279324124c,corey.barrows,S-1-5-21-3286942722-1835917726-286516016-1734,Barrows,corey.barrows@ad.vulndomain.corp
"CN=Bradley Arreola,OU=Alsid,DC=alsid,DC=corp",TRUE,Bradley,Bradley Arreola,user,4e88a232-6245-4cad-98e3-a70ca027b94f,bradley.arreola,S-1-5-21-3286942722-1835917726-286516016-1735,Arreola,bradley.arreola@ad.vulndomain.corp
"CN=Brian Asher,OU=Alsid,DC=alsid,DC=corp",TRUE,Brian,Brian Asher,user,39588b76-aab0-4a06-9d9b-4c212064640a,brian.asher,S-1-5-21-3286942722-1835917726-286516016-1736,Asher,brian.asher@ad.vulndomain.corp
"CN=Delmar Beaver,OU=Alsid,DC=alsid,DC=corp",TRUE,Delmar,Delmar Beaver,user,15c64222-80ac-4f34-a4e9-baac8c67a6d4,delmar.beaver,S-1-5-21-3286942722-1835917726-286516016-1737,Beaver,delmar.beaver@ad.vulndomain.corp
"CN=Larry Carranza,OU=Alsid,DC=alsid,DC=corp",TRUE,Larry,Larry Carranza,user,4a5ac282-5b48-4690-bdf8-4f94ac916883,larry.carranza,S-1-5-21-3286942722-1835917726-286516016-1738,Carranza,larry.carranza@ad.vulndomain.corp
"CN=Beau Andrus,OU=Alsid,DC=alsid,DC=corp",TRUE,Beau,Beau Andrus,user,a6efe5eb-14bf-4cdc-aaf5-312c1fc9fd9a,beau.andrus,S-1-5-21-3286942722-1835917726-286516016-1739,Andrus,beau.andrus@ad.vulndomain.corp
"CN=Cruella DeVil,OU=Alsid,DC=alsid,DC=corp",TRUE,Cruella,Cruella DeVil,user,33cba760-4ed8-485e-9d1c-6d1c06dfbcd5,cruella.devil,S-1-5-21-3286942722-1835917726-286516016-1740,DeVil,cruella.devil@ad.vulndomain.corp
"CN=Forrest Gump,OU=Alsid,DC=alsid,DC=corp",TRUE,Forrest,Forrest Gump,user,df921523-7136-4059-a878-99f53c3006e5,forrest.gump,S-1-5-21-3286942722-1835917726-286516016-1741,Gump,forrest.gump@ad.vulndomain.corp
"CN=Alfonzo Aguilera,OU=Alsid,DC=alsid,DC=corp",TRUE,Alfonzo,Alfonzo Aguilera,user,78088fbb-4d9d-45b6-8dfe-2f87737539d0,alfonzo.aguilera,S-1-5-21-3286942722-1835917726-286516016-1742,Aguilera,alfonzo.aguilera@ad.vulndomain.corp
"CN=Bart Andres,OU=Alsid,DC=alsid,DC=corp",TRUE,Bart,Bart Andres,user,95724a06-3052-4908-8aa3-3064f7230606,bart.andres,S-1-5-21-3286942722-1835917726-286516016-1743,Andres,bart.andres@ad.vulndomain.corp
"CN=Alfredo Ahern,OU=Alsid,DC=alsid,DC=corp",TRUE,Alfredo,Alfredo Ahern,user,9d35a730-8707-4e1c-9ab7-c935b3365c7e,alfredo.ahern,S-1-5-21-3286942722-1835917726-286516016-1744,Ahern,alfredo.ahern@ad.vulndomain.corp
"CN=Burt Austin,OU=Alsid,DC=alsid,DC=corp",TRUE,Burt,Burt Austin,user,a0da2170-8d11-4b38-a72f-f4e9724610b5,burt.austin,S-1-5-21-3286942722-1835917726-286516016-1745,Austin,burt.austin@ad.vulndomain.corp
"CN=Mauro Christian,OU=Alsid,DC=alsid,DC=corp",TRUE,Mauro,Mauro Christian,user,7ab2c2ae-1822-456f-a650-9a747058b617,mauro.christian,S-1-5-21-3286942722-1835917726-286516016-1746,Christian,mauro.christian@ad.vulndomain.corp
"CN=Hobert Briseno,OU=Alsid,DC=alsid,DC=corp",TRUE,Hobert,Hobert Briseno,user,ae54d1e7-1145-41fa-bc46-116293bedc76,hobert.briseno,S-1-5-21-3286942722-1835917726-286516016-1747,Briseno,hobert.briseno@ad.vulndomain.corp
"CN=Dong Benitez,OU=Alsid,DC=alsid,DC=corp",TRUE,Dong,Dong Benitez,user,0c5ce12d-b5e2-427b-99f6-c9b6fd36e686,dong.benitez,S-1-5-21-3286942722-1835917726-286516016-1748,Benitez,dong.benitez@ad.vulndomain.corp
"CN=Gerry Boyce,OU=Alsid,DC=alsid,DC=corp",TRUE,Gerry,Gerry Boyce,user,6e7a9907-0fa8-4900-be57-3f1f928f3ffb,gerry.boyce,S-1-5-21-3286942722-1835917726-286516016-1749,Boyce,gerry.boyce@ad.vulndomain.corp
"CN=Duke Nukem,OU=Alsid,DC=alsid,DC=corp",TRUE,Duke,Duke Nukem,user,e024b9eb-c109-4447-8e2f-9a0e9289f170,duke.nukem,S-1-5-21-3286942722-1835917726-286516016-1750,Nukem,duke.nukem@ad.vulndomain.corp
"CN=Elisha Bingham,OU=Alsid,DC=alsid,DC=corp",TRUE,Elisha,Elisha Bingham,user,5d868fcd-e05b-4f94-91d6-308ae97a1e16,elisha.bingham,S-1-5-21-3286942722-1835917726-286516016-1751,Bingham,elisha.bingham@ad.vulndomain.corp
